name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
MATERIALI RADIOATTIVI, COLLO DI TIPO C, FISSILI,3330,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI,TRASPORTATI IN ACCORDO SPECIALE, FISSILI,3331,,7,,,7X+7E,0 (-),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO A, FORMA SPECIALE, non ﬁssili o ﬁssili esenti,3332,,7,,,7X,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO A, FORMA SPECIALE, FISSILI,3333,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
Materia liquida regolamentata per l'aviazione, n.a.s.,3334,,9,M11,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
Materia solida regolamentata per l'aviazione, n.a.s.,3335,,9,M11,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
MERCAPTANI LIQUIDI INFIAMMABILI, N.A.S. o MERCAPTANI IN MISCELA LIQUIDA INFIAM- MABILE, N.A.S.,3336,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
MERCAPTANI LIQUIDI INFIAMMABILI, N.A.S. o MERCAPTANI IN MISCELA LIQUIDA INFIAM- MABILE, N.A.S. (pressione di vapore a 50°C superiore a 110 kPa),3336,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MERCAPTANI LIQUIDI INFIAMMABILI, N.A.S. o MERCAPTANI IN MISCELA LIQUIDA INFIAM- MABILE, N.A.S. (pressione di vapore a 50°C inferiore o uguale a 110 kPa),3336,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MERCAPTANI LIQUIDI INFIAMMABILI, N.A.S. o MERCAPTANI IN MISCELA LIQUIDA INFIAM- MABILE, N.A.S.,3336,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
GAS REFRIGERANTE R404A (pentaﬂuoroetano, 1,1,1-triﬂuoroetano e 1,1,1,2-tetraﬂuoro- etano in miscela zeotropa con circa il 44% di pentaﬂuoroetano e il 52% di 1,1,1-triﬂuo- roetano),3337,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
GAS REFRIGERANTE R407A (diﬂuorometano, pentaﬂuoroetano e 1,1,1,2-tetraﬂuoroetano in miscela zeotropa con circa il 20% di diﬂuorometano e il 40% di pentaﬂuoroetano),3338,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
GAS REFRIGERANTE R407B (diﬂuorometano, pentaﬂuoroetano e 1,1,1,2-tetraﬂuoroetano in miscela zeotropa con circa il 10% di diﬂuorometano e il 70% di pentaﬂuoroetano),3339,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
GAS REFRIGERANTE R407C (diﬂuorometano, pentaﬂuoroetano e 1,1,1,2-tetraﬂuoroetano in miscela zeotropa con circa il 23% di diﬂuorometano e il 25% di pentaﬂuoroetano),3340,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
DIOSSIDO DI TIOUREA,3341,,4.2,S2,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
DIOSSIDO DI TIOUREA,3341,,4.2,S2,III,4.2,3 (E),,,,,,,,,,,,,,,,
XANTATI,3342,,4.2,S2,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
XANTATI,3342,,4.2,S2,III,4.2,3 (E),,,,,,,,,,,,,,,,
NITROGLICERINA IN MISCELA, DESENSIBILIZZATA, LIQUIDA, INFIAMMABILE, N.A.S., con non più del 30% (massa) di nitroglicerina,3343,,3,D,,3,0 (B),,,,,,,,,,,,,,,,
TETRANITRATO DI PENTAERITRITE (TETRANITRATO DI PENTAERITRITOLO; PETN) IN MISCELA DESENSIBILIZZATA, SOLIDA, N.A.S. con più del 10% ma al massimo il 20% (massa) di PETN,3344,,4.1,D,II,4.1,2 (B),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, SOLIDO,TOSSICO,3345,,6.1,T7,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, SOLIDO,TOSSICO,3345,,6.1,T7,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, SOLIDO,TOSSICO,3345,,6.1,T7,III,6.1,2 (E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO, INFIAMMABILE, TOSSICO, punto d’inﬁammabilità inferiore a 23°C,3346,,3,FT2,I,3+6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO, INFIAMMABILE, TOSSICO, punto d’inﬁammabilità inferiore a 23°C,3346,,3,FT2,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO, IN- FIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3347,,6.1,TF2,I,6.1+3,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO, IN- FIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3347,,6.1,TF2,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO, IN- FIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3347,,6.1,TF2,III,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO,3348,,6.1,T6,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO,3348,,6.1,T6,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA A BASE DI DERIVATI DELL’ACIDO FENOSSIACETICO, LIQUIDO,TOSSICO,3348,,6.1,T6,III,6.1,2 (E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, SOLIDO,TOSSICO,3349,,6.1,T7,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, SOLIDO,TOSSICO,3349,,6.1,T7,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, SOLIDO,TOSSICO,3349,,6.1,T7,III,6.1,2 (E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO, INFIAMMABILE,TOSSICO, punto d’inﬁammabilità infe- riore a 23°C,3350,,3,FT2,I,3+6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO, INFIAMMABILE,TOSSICO, punto d’inﬁammabilità infe- riore a 23°C,3350,,3,FT2,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO, INFIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3351,,6.1,TF2,I,6.1+3,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO, INFIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3351,,6.1,TF2,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO, INFIAMMABILE, punto d’inﬁammabilità uguale o superiore a 23°C,3351,,6.1,TF2,III,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO,3352,,6.1,T6,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO,3352,,6.1,T6,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
PESTICIDA PIRETROIDE, LIQUIDO,TOSSICO,3352,,6.1,T6,III,6.1,2 (E),,,,,,,,,,,,,,,,
GAS INSETTICIDA INFIAMMABILE, N.A.S.,3354,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
GAS INSETTICIDA TOSSICO, INFIAMMABILE, N.A.S.,3355,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
GENERATORE CHIMICO D’OSSIGENO,3356,,5.1,O3,,5.1,2 (E),,,,,,,,,,,,,,,,
NITROGLICERINA IN MISCELA, DESENSIBILIZZATA, LIQUIDA, N.A.S., con al massimo il 30% (massa) di nitroglicerina,3357,,3,D,II,3,2 (B),,,,,,,,,,,,,,,,
MACCHINE FRIGORIFERE, contenenti gas liquefatti inﬁammabili e non tossici,3358,,2,6F,,2.1,2 (D),,,,,,,,,,,,,,,,
UNITA' DI TRASPORTO MERCI SOTTOPOSTA A FUMIGAZIONE,3359,,9,M11,,,-/(-),,,,,,,,,,,,,,,,
Fibre vegetali secche,3360,,4.1,F1,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
CLOROSILANI TOSSICI, CORROSIVI, N.A.S.,3361,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
CLOROSILANI TOSSICI, CORROSIVI, INFIAMMABILI, N.A.S.,3362,,6.1,TFC,II,6.1+3+8,2 (D/E),,,,,,,,,,,,,,,,
MERCI PERICOLOSE IN OGGETTI o MERCI PERICOLOSE CONTENUTE IN MACCHINARI O MERCI PERICOLOSE CONTENUTE IN APPARATI,3363,,9,M11,,9,,,,,,,,,,,,,,,,,
TRINITROFENOLO (ACIDO PICRICO), UMIDIFICATO con almeno il 10% (massa) di acqua,3364,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
TRINITROCLOROBENZENE (CLORURO DI PICRILE), UMIDIFICATO con almeno il 10% (massa) di acqua,3365,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
TRINITROLUENE (TNT), UMIDIFICATO con almeno il 10% (massa) di acqua,3366,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
TRINITROBENZENE, UMIDIFICATO con almeno il 10% (massa) di acqua,3367,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
ACIDO TRINITROBENZOICO, UMIDIFICATO con almeno il 10% (massa) di acqua,3368,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
DINITRO-o-CRESATO DI SODIO UMIDIFICATO con almeno il 10% (massa) di acqua,3369,,4.1,DT,I,4.1+6.1,1 (B),,,,,,,,,,,,,,,,
NITRATO DI UREA, UMIDIFICATO con almeno il 10% (massa) di acqua,3370,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
2-METILBUTANALE,3371,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MATERIA BIOLOGICA, CATEGORIA B,3373,,6.2,I4,,6.2,-/(-),,,,,,,,,,,,,,,,
MATERIA BIOLOGICA, CATEGORIA B (solo materiale animale),3373,,6.2,I4,,6.2,-/(-),,,,,,,,,,,,,,,,
ACETILENE SENZA SOLVENTE,3374,,2,2F,,2.1,2 (D),,,,,,,,,,,,,,,,
NITRATO DI AMMONIO, IN EMULSIONE, SOSPENSIONE o GEL, liquido, per la fabbricazione degli esplosivi da mina,3375,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRATO DI AMMONIO, IN EMULSIONE, SOSPENSIONE o GEL, solido, per la fabbricazione degli esplosivi da mina,3375,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
4-NITROFENILIDRAZINA, con non meno del 30% di acqua, in massa,3376,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
PERBORATO DI SODIO MONOIDRATO,3377,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
CARBONATO DI SODIO PEROSSIDRATO,3378,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
CARBONATO DI SODIO PEROSSIDRATO,3378,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
ESPLOSIVO LIQUIDO DESENSIBILIZZATO, N.A.S.,3379,,3,D,I,3,1 (B),,,,,,,,,,,,,,,,
ESPLOSIVO SOLIDO DESENSIBILIZZATO, N.A.S.,3380,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, N.A.S., con un CL50 inferiore o uguale a 200 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 500 CL50,3381,,6.1,T1 o T4,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, N.A.S., con un CL50 inferiore o uguale a 1000 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 10 CL50,3382,,6.1,T1 o T4,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, INFIAMMABILE, N.A.S., con un CL50 inferiore o ugua- le a 200 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 500 CL50,3383,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, INFIAMMABILE, N.A.S., con un CL50 inferiore o ugua- le a 1000 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 10 CL50,3384,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, IDROREATTIVO, N.A.S., con un CL50 inferiore o uguale a 200 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 500 CL50,3385,,6.1,TW1,I,6.1+4.3,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, IDROREATTIVO, N.A.S., con un CL50 inferiore o ugua- le a 1000 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 10 CL50,3386,,6.1,TW1,I,6.1+4.3,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, COMBURENTE, N.A.S., con un CL50 inferiore o uguale a 200 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 500 CL50,3387,,6.1,TO1,I,6.1+5.1,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, COMBURENTE, N.A.S., con un CL50 inferiore o uguale a 1000 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 10 CL50,3388,,6.1,TO1,I,6.1+5.1,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, CORROSIVO, N.A.S., con un CL50 inferiore o uguale a 200 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 500 CL50,3389,,6.1,TC1 o TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
LIQUIDO TOSSICO PER INALAZIONE, CORROSIVO, N.A.S., con un CL50 inferiore o uguale a 1000 ml/m³ e una concentrazione di vapore saturo superiore o uguale a 10 CL50,3390,,6.1,TC1 o TC3,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA PIROFORICA,3391,,4.2,S5,I,4.2,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA PIROFORICA,3392,,4.2,S5,I,4.2,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA PIROFORICA, IDROREATTIVA,3393,,4.2,SW,I,4.2+4.3,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA PIROFORICA, IDROREATTIVA,3394,,4.2,SW,I,4.2+4.3,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,3395,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,3395,,4.3,W2,II,4.3,2 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,3395,,4.3,W2,III,4.3,3 (E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA, INFIAMMABILE,3396,,4.3,WF2,I,4.3+4.1,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA, INFIAMMABILE,3396,,4.3,WF2,II,4.3+4.1,0 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA, INFIAMMABILE,3396,,4.3,WF2,III,4.3+4.1,0 (E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,AUTORISCALDANTE,3397,,4.3,WS,I,4.3+4.2,1 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,AUTORISCALDANTE,3397,,4.3,WS,II,4.3+4.2,2 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA IDROREATTIVA,AUTORISCALDANTE,3397,,4.3,WS,III,4.3+4.2,3 (E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA,3398,,4.3,W1,I,4.3,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA,3398,,4.3,W1,II,4.3,0 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA,3398,,4.3,W1,III,4.3,0 (E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA, INFIAMMABILE,3399,,4.3,WF1,I,4.3+3,0 (B/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA, INFIAMMABILE,3399,,4.3,WF1,II,4.3+3,0 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA LIQUIDA IDROREATTIVA, INFIAMMABILE,3399,,4.3,WF1,III,4.3+3,0 (E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA AUTORISCALDANTE,3400,,4.2,S5,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
MATERIA ORGANOMETALLICA SOLIDA AUTORISCALDANTE,3400,,4.2,S5,III,4.2,3 (E),,,,,,,,,,,,,,,,
AMALGAMA DI METALLI ALCALINI, SOLIDO,3401,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
AMALGAMA DI METALLI ALCALINO-TERROSI, SOLIDO,3402,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
LEGHE METALLICHE DI POTASSIO, SOLIDE,3403,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
LEGHE DI POTASSIO E SODIO, SOLIDE,3404,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
CLORATO DI BARIO IN SOLUZIONE,3405,,5.1,OT1,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
CLORATO DI BARIO IN SOLUZIONE,3405,,5.1,OT1,III,5.1+6.1,3 (E),,,,,,,,,,,,,,,,
PERCLORATO DI BARIO IN SOLUZIONE,3406,,5.1,OT1,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
PERCLORATO DI BARIO IN SOLUZIONE,3406,,5.1,OT1,III,5.1+6.1,3 (E),,,,,,,,,,,,,,,,
CLORATO E CLORURO DI MAGNESIO IN MISCELA, IN SOLUZIONE,3407,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
CLORATO E CLORURO DI MAGNESIO IN MISCELA, IN SOLUZIONE,3407,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
PERCLORATO DI PIOMBO IN SOLUZIONE,3408,,5.1,OT1,II,5.1+6.1,2 (E),,,,,,,,,,,,,,,,
PERCLORATO DI PIOMBO IN SOLUZIONE,3408,,5.1,OT1,III,5.1+6.1,3 (E),,,,,,,,,,,,,,,,
CLORONITROBENZENI, LIQUIDI,3409,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORIDRATO DI 4-CLORO-o-TOLUIDINA IN SOLUZIONE,3410,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
beta-NAFTILAMMINA IN SOLUZIONE,3411,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
beta-NAFTILAMMINA IN SOLUZIONE,3411,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACIDO FORMICO contenente almeno il 10% ma non più dell’ 85% (massa) di acido,3412,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO FORMICO contenente almeno il 5% ma non più dell’ 10% (massa) di acido,3412,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
CIANURO DI POTASSIO IN SOLUZIONE,3413,,6.1,T4,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
CIANURO DI POTASSIO IN SOLUZIONE,3413,,6.1,T4,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI POTASSIO IN SOLUZIONE,3413,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
CIANURO DI SODIO IN SOLUZIONE,3414,,6.1,T4,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
CIANURO DI SODIO IN SOLUZIONE,3414,,6.1,T4,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURO DI SODIO IN SOLUZIONE,3414,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
FLUORURO DI SODIO IN SOLUZIONE,3415,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROACETOFENONE, LIQUIDO,3416,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
BROMURO DI XILILE, SOLIDO,3417,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
m-TOLUILENDIAMMINA IN SOLUZIONE,3418,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPLESSO DI TRIFLUORURO DI BORO E DI ACIDO ACETICO, SOLIDO,3419,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
COMPLESSO DI TRIFLUORURO DI BORO E DI ACIDO PROPIONICO, SOLIDO,3420,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
IDROGENOFLUORURO DI POTASSIO IN SOLUZIONE,3421,,8,CT1,II,8+6.1,2 (E),,,,,,,,,,,,,,,,
IDROGENOFLUORURO DI POTASSIO IN SOLUZIONE,3421,,8,CT1,III,8+6.1,3 (E),,,,,,,,,,,,,,,,
FLUORURO DI POTASSIO IN SOLUZIONE,3422,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
IDROSSIDO DI TETRAMETILAMMONIO, SOLIDO,3423,,8,C8,II,8,2 (E),,,,,,,,,,,,,,,,
DINITRO-o-CRESATO DI AMMONIO IN SOLUZIONE,3424,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DINITRO-o-CRESATO DI AMMONIO IN SOLUZIONE,3424,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACIDO BROMOACETICO SOLIDO,3425,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
ACRILAMMIDE IN SOLUZIONE,3426,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORURI DI CLOROBENZILE, SOLIDI,3427,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
ISOCIANATO DI 3-CLORO-4-METILFENILE, SOLIDO,3428,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLOROTOLUIDINE LIQUIDE,3429,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
XILENOLI LIQUIDI,3430,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FLUORURO DI NITROBENZILIDINA, SOLIDO,3431,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
POLICLORODIFENILI SOLIDI,3432,,9,M2,II,9,0 (D/E),,,,,,,,,,,,,,,,
NITROCRESOLI LIQUIDI,3434,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ESAFLUOROACETONE IDRATO, SOLIDO,3436,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLOROCRESOLI SOLIDI,3437,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ALCOL alfa-METILBENZILICO SOLIDO,3438,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
NITRILI, SOLIDI,TOSSICI, N.A.S.,3439,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
NITRILI, SOLIDI,TOSSICI, N.A.S.,3439,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITRILI, SOLIDI,TOSSICI, N.A.S.,3439,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, LIQUIDO, N.A.S.,3440,,6.1,T4,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, LIQUIDO, N.A.S.,3440,,6.1,T4,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, LIQUIDO, N.A.S.,3440,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORODINITROBENZENI, SOLIDI,3441,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DICLOROANILINE, SOLIDE,3442,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DINITROBENZENI, SOLIDI,3443,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORIDRATO DI NICOTINA SOLIDO,3444,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLFATO DI NICOTINA SOLIDO,3445,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITROTOLUENI, SOLIDI,3446,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITROXILENI, SOLIDI,3447,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
MATERIA UTILIZZATA PER LA PRODUZIONE DI GAS LACRIMOGENI, SOLIDA, N.A.S.,3448,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
MATERIA UTILIZZATA PER LA PRODUZIONE DI GAS LACRIMOGENI, SOLIDA, N.A.S.,3448,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CIANURI DI BROMOBENZILE, SOLIDI,3449,,6.1,T2,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
DIFENILCLOROARSINA, SOLIDA,3450,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
TOLUIDINE, SOLIDE,3451,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
XILIDINE, SOLIDE,3452,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ACIDO FOSFORICO SOLIDO,3453,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
DINITROTOLUENI SOLIDI,3454,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CRESOLI SOLIDI,3455,,6.1,TC2,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
